 DÉCADA 1990-1999,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-11-122,Por esos ojos,"Esta película es el testimonio de los esfuerzos realizados por María Esther Gatti de Islas, llevados a cabo a lo largo de casi dos décadas, para encontrar a su nieta Mariana Zaffaroni Islas, secuestrada en Buenos aires en 1976 por un integrante de la SIDE, presuntamente vinculado a la desaparición de sus padres, los uruguayos Jorge Zaffaroni y María Emilia Islas, cuando la niña tenía dieciocho meses. Los realizadores, conmovidos e interesados por la historia que se vislumbra tras ese par de ojos celestes que aparecían en los afiches pegados en los muros de las calles uruguayas pidiendo datos sobre el paradero de la niña secuestrada, comenzaron a proyectar la realización de un flim sobre el caso a partir de sus charlas con esa abuela tesonera. Más allá de la polémica sobre un tema tan doloroso y controversial como es el de los desaparecidos, lo que importa en este docuemntal es el drama humano. Si bien tiene un claro mensaje solidario con los familiares de desaparecidos y movimientos de defensa de los Derechos Humanos, el film procura evitar lo panfletario para ceirse a los datos reales y convertirse en un conmovedor documento, que reúne testimonios y materiales pocas veces vistos y se constituye en un llamado a la reflexión sobre realidades de un pasado reciente que no pueden ser resumidas en la simplificación de un slogan.","Mariana Zaffaroni, María Esther Gatti, Milton Romani, Mónica Parada, Augusto Pinochet, Sara Méndez,  Estela Carlotto, Jorge R. Videla, Plinio Vicente, Ernesto Sábato, Miguel Ángel Furci, Adolfo Scilico, Hebe de Bonafini, Amaral García, Roberto Marquevich, Ana Di Lonardo, Adriana González, Sting",Argentina: Buenos Aires. Uruguay: Montevideo. Venezuela. Brasil: San Pablo. ,"febrero, 26 septiembre, 24 de marzo  de 1976, 1968, 1971, 27 de junio de 1973, 1975, 25 de marzo de 1975, 1978, enero de 1973, 1983, 1985, 1987, junio de 1989, junio 1992, mayo de 1997 ",Pelicula documental,,"Fotografías, testimonios videorales, gráficos, registros fílmicos, documentos, hemerografía, programas de TV","Narración en off, conducción",,Betacam,
MXIM-AV-1-11-123,"Porfirio Díaz, Místico de la autoridad","Mestizo por ascendencia materna, criollo por la paterna, Porfirio Díaz escaló la pirámide de la historia mexicana entre otros peldaños, como soldado valeroso y general certero hasta llegar a la cima, y se quedó en ella treinta años, para bien y para mal. Su vida representa el destino del México de su generación. En su actitud familiar se adivina la vasta paternidad que, con el tiempo, ejercería sobre el país entero.","Porfirio Díaz, Benito Juárez, Santa Anna, Juana Catarina Romero, Antonio Carreño, Nicolasa Díaz, Delfina Ortega, Sebastián Lerdo de Tejada, José María Iglesias, Luis Mier y Terán, Manuel González, Carmelita Romero Rubio, Eulogio Guillow, Marcos Pérez, José Yves Limatour,  Ricardo Flores Magón, Daniel Cabrera,  FRancisco I. Madero, William Green, Rafael Lizabal, Esteban Vaca Calderón, Manuel M. Dieguez, Lázaro Gutiérrez de Lara, Luis Torres,  Rafael Sayas Enríquez, James Creelma, Justo Sierra, Theodoro Roosvelt, Federico Gamboa","México: Oaxaca: Tehuantepc. Puebla. Veracruz. Ciudad de México: Castillo de Chapultepec, Catedral, colonia Juárea, Colonia Santa María, colonia Roma, Monumento de Independencia, Hemiciclo a Juárez. Sonora: Cananea.  Veracruz: San Juan de Ulúa.  Río Blanco. Ciudad Juárez. Francia. ","1830, 1843, 1855, 1860, 2 de abril de 1867, 1857, 1871, enero de 1976, 26 de noviembre de 1876, abril de 1877, 1884, 1890, 1892, 1887, 1894, 1910, 1900, 7 de agosto de 1900, 5 de febrero de 1903, noviembre de 1904, julio de 1906, marzo de 1908, 25 de mayo de 1911, 2 de julio de 1915 ",Pelicula documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-124,Portraits d´Alain Cavalier (2a parte),,,,,,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-125,Preservación de colecciones fotográficas patrimoniales,,,,,,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-126,Prigionieri della Guerra,"Capítulo inicial de la trilogía sobre la Primera Guerra Mundial. La película está compuesta de material cinematográfico encontrados en los archivos de los grandes imperios que se enfrentaron al predominio zarista y austro-húngaro, inspirados en diarios y cartas de soldados tiroleses y trentinos que combatieron en las filas del ejército austríaco. La compilación del material atraviesa técnicas de análisis de las encuadraturas originales quiere hacer resurgir aquellos elementos, repitiéndose en la marcha del siglo y su fin, todavía en torno a los Balcanes.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-127,"Puerto de ritmos, festival afrocaribeño. Veracruz '94","Un interesantísimo reportaje sobre el todavía más interesante Festival afrocaribeño, celebrado en el puerto de Veracruz en septiembre de 1994, organizado por el gobierno del Estado con la participación de una gran variedad de naciones que forman parte de esta gran etnicidad afroamericana, como son los países del caribe, centro y sudamérica: Cuba, Haití, Mexico, Honduras, El Salvador, República Dominicana, Costa Rica, Venezuela, Combia, etc. Una gran plataforma en la que se muestra la complejidad de la cultura afrocaribeña con su gran multiplicidad de culturas y nacionalidades que se convergen y divergen a la vez para mostrar la riqueza de su historia, su folclore y sus costumbres.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-128,Querido Diario,"Querido diario narra la historia de Alicia, una niña del presente mexicano y de Agua, un niño del pasado prehispánico.  Por obra de la casualidad y la magia se conocen en Teotihuacán y realizan juntos un viaje en el que Agua le muestra a Alicia la riqueza de las pinturas murales que plasmaron los artistas teotihuacanos en los templos del lugar, en la época de esplendor de esa cultura.",,,,,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-129,"Radio II, la vida íntima de la radio","La radio mexicana desde su vertiente humana: Las dulces y agrias memorias de sus protagonistas, los altos y bajos de los programas de concurso, los de celebridades, las radionovelas y los modernos programas de consulta, cuyos conductores enfrentan un diluvio de problemas personales, en mayor parte femeninos, de la sociedad mexicana.","Martín Hernández, José Gutiérrez Vivó",México,"1984, 1997, 1985",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-130,Rá'mui rä ñähñu: Ya ny'ot eya nt'ohni/Rathoni tho'tsi ra ñähñu/Ra m'ui ya ma'yo,"Tres historias que narran diversos aspectos de la vida del indígena ñähñu del Valle del Mezquital en el estado de Hidalgo. Habladas en lengua vernácula, las historias muestran a los propios protagonistas en varios contextos culturales que abordan los siguientes temas: Los esfuerzos de la cultura ñähñu por impulsar la escritura de su idioma; la sobrevivencia de la cultura ñähñu en relación con la experiencia de miles de migrantes, y la vida cotidiana de las pastoras como depositarias de la cultura tradicional ñähñu.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-131,100 Years Greenland on Film,"Compilación de archivos fílmicos que ilustran la mítica figura del esquimal groenlandés ante la mirada del mundo. y con la cual obtenemos un panorama de 100 años de cinematografía sobre Groelandia. Es una película documental que muestra la evolución de los distintos formatos de films sobre la cultura y la historia de esta región y su impacto, a su vez, en el cine internacional como parte testimonial de la construcción de una nación (20’s y 30’s), consolidación (50’s) y descolonización (60’s y 70’s) así como la soberanía cultural de una sociedad relativamente aislada (80’s y 90´s).",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-132,Ruben Jaramillo 1900-1962 una historia mexicana,"A la tentación de deslizarse por el lirismo poético, Oscar Menéndez replica con la historia concreta. Dios, Zapata y Jaramillo corresponde, en efecto, a quien fue pastor bautista como repulsa a los vicios para construirse como dirigente campesino y alternar la lucha legal con la presión armada., La lucha por la tierra fue construida por Jaramillo con la tradición comunera culminada en el Partido Agrario Obrero Morelense. La dialéctica entre la lucha legal y la autodefensa armada, condujo su candidatura al gobierno de Morelos y a la fundación de la Cooperativa Emiliano Zapata para hacer del Ingenio de Zacatepec, un ejemplo de empresa popular autogestiva. Oscar Menéndez da cuenta de esto y más, hasta topar con la injerencia de la CIA y el FBI en el asesinato de la familia Jaramillo justificado por un ilusorio complot para asesinar al presidente Kennedy de visita de buena voluntad a México. Un comando ejecutó a Jaramillo, su esposa Epifania embarazada y sus hijos Ricardo, Enrique y Filemón, semanas después del abrazo de conciliación entre el presidente López Mateos y el héroe revolucionario. Jaramillo Rubén, como en la escuela, ¡presente! responderá la tierra, dice Miguel Guardia como consigna principal actualizada claramente por el excelente trabajo testimonial de Oscar Menéndez. - Alberto Híjar Serrano.","Emiliano Zapata, Rubén Jaramillo, Ricardo, Enrique y Filemón Jaramillo, Miguel Guardia, John F. Kennedy, Adolfo López Mateos","Zacatepec, Morelos, México",1908,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,DVD,
MXIM-AV-1-11-133,Sáname con tu poder. Medicina tradicional mixe,"El documental muestra la práctica de los médicos tradicionales mixes, su importancia para la comunidad, su organización y su espíritu de ayuda. La medicina tradicional no es sólo el uso de las plantas medicinales, sino que forman parte de un ritual y es una forma de ver el mundo y la vida cotidiana.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-134,Los teatros del pueblo,"Por décadas, las carpas, los escenarios populares que recrearon el teatro de variedades, la comedia y el burlesque fueron una manera de satirizar la sociedad y el gobierno 'ante las narices' de la censura, y una forma entrañable del entretenimiento popular. Muchas de sus estrellas (como Cantinflas y Pardavé) pasarían al cine y la televisión. Ésta es una nostálgica y profunda mirada sobre las carpas.","Porfirio Díaz, Álvaro Obregón, Enrique Alonso, Luis G. Urbina, Mario Moreno ""Cantinflas"", Socorro Merlín, Joaquín Pardavé, Francisco Villa, Germán Valdés ""Tin tan"",  Carlos Monsiváis, Amparo Arozamena, Manuel Medel, Agustín Lara, Adalberto Martínez ""Resortes"", Anita Muriel, Roberto Soto, Manuel Castro Padilla, Jesús Martínez ""Palillo"", Manuel Medel, Miguel Ángel Morales, Clavillazo, Gustavo García,  ""El loco"" Valdés, ","México: Ciudad de México, Catedral, zócalo, centro histórico, Monumento a la Revolución, El Caballito, El Tivoli, Teatro salón Morelos, ","1920, 1927, 1929, 1930, 1932, 1940, 1950",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
MXIM-AV-1-11-135,"Semana Santa in Patamban. Purhépecha, Michoacán, Mexiko","Patamban es un pueblo tradicional de Michoacán que combina la prácticas religiosa de la mayordomía con el catolicismo. Este documental muestra el proceso de la Semana Santa en el ámbito antropológico, comenzando con la bendición de las palmas el Domingo de Ramos, siguiendo las celebraciones religiosas dentro y fuera del templo católico hasta el término de la fiesta con el Sábado de Gloria.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-136,Shan Dany,"El zapoteco, los ""shan-dany"", son las personas que habitan el pueblo de Santa Ana del Valle, ubicado a 40 kilómetros de la ciudad de Oaxaca, México. Éste video, realizado por un indígena zapoteco del mismo pueblo presenta el proyecto comunitario de eco-turismo. Hablado en zapoteco, el programa invita al turista a conocer los famosos tapetes de lana, un museo establecido y administrado por la misma comunidad, paseos guiados por los impresionantes cerros del valle de Tlacolula, baños de temazcal, y hasta curaciones con medicamentos tradicionales. Los ""shan-dany"" ofrecen experiencias muy distintas que nos enseñan cómo la misma comunidad quiere darse a conocer ante sus visitantes que rebasa el simple y llano folclor que tipifica la gran mayoría de los programas de turismo.",,,,Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,VHS,
MXIM-AV-1-11-137,"Tato Bores, actor comico de la nación, capitulo 1","Documental en 2 capítulos de 45 minutos cada uno sobre la figura de Tato Bores, desde sus inicios hasta la actualidad. El video narra la historia de nuestro país desde 1955 tamizada por la particular visión del gran cómico, que cuenta los principales hitos políticos y sociales de nuestro pueblo. Paralelamente se muestra al público de que manera se produjeron los diferentes ciclos en lo referente a los aspectos de la dirección, producción, trabajo de los actores y del personaje de Tato a lo largo del tiempo. Con la participación de Alejandro Borensztein, Roberto Carnaghi, China Zorrilla, Víctor Stella, Emilio Cartoy Díaz, Santiago Varela, Horacio González y Alberto Quevedo. http://www.taringa.net/posts/videos/1436032/Documental-Tato-Bores---Actor-Comico-de-la-Nacion---On-Lin.html","Tato Bores, Mauricio Borensztein Alejandro Borensztein, Lombardi,  Aramburu, Arturo Frondizi, Juan Perón, Fidel Castro, Ernesto ""Che"" Guevara, José María Guido, Vicente Solano Lima, Emilio Cartoy Díaz, Arturo Umberto Illia, Roberto Carnaghi, Onganía, Krieger Vasena, Horacio González, Santiago Pampillón, China Zorrilla, Santiago Varela, Luis Alberto Quevedo, Levingston, Lanusse, Balbín,  Héctor José Cámpora, Viola, Juan Pablo II, Bignone, Víctor Stella, ",Argentina: Buenos Aires,"1962, 1967, 27 de abril de 1927, 1957, 1971-1973, 16 de junio, 21 de septiembre, 22 de septiembre, 13 de noviembre de 1955, 1 de mayo de 1958, 28, 29 de marzo, septiembre  de 1962, 12 de octubre de 1963,  28, 29  de junio de 1966, 1967, 18 de junio de 1970, 26 de marzo de 1971, 17 de noviembre de 1972, 25 de mayo, 20 de junio, 12 de octubre  de 1973, 1 de julio de 1974, 24 de marzo de 1976, 1979, 1980, 29 de marzo de 1981, 22 de marzo de 1981, 2 de abril, 14 de junio, 1 julio de 1982,  1983 ",Película documental,,"Fotografías, cartografía, pinturas, dibujos, documentos, hemerografía, registros fílmicos","Narración  en off, conducción",,,
