 DÉCADA 2000-2009,,,,,,,,,,,,
,,,DESCRIPTORES,,,ESTRUCTURA INTERNA,,,,,,
MXIM-AV-1-12-75,Historia del rock mexicano I. Yo no era reberlde: Rock mexicano 1957-1970,"La primera parte de una crónica del rock mexicano, desde las primeras imitaciones de la canción estadounidense hasta el desarrollo de una fuerte tradición nacional. Este capítulo inicial llega hasta el llamado Woodstock mexicano que desató una ola de persecución contra el rock. La historia de la juventud actual en méxico, como en muchos países -pero aquí sobre un camino más rocoso-, está encapsulada en la historia de este género. ","Jaime López (músico), José Cruz Ayala (editor musical),  Gloria ríos (cantante), Alejando Lora (músico, El Tri),  Luis Cabrero (pionero radiodifusor),  Elvis Presley (cantante),  Javier de la Cueva (Camisas negras), César Costa (Black jeans), Fito de la Parra (Sinners), Rafael Acosta (Locos del Ritmo), Enrique Guzmán (cantante), Alejandra Guzmán (cantante), Jaime Almeida (comunicador), Tala Menéndez (promotora cultural), Javier Bátiz (músico pionero del rock & roll), Horacio Reni (Sinners), Armando Blanco (Dueño Discoteca Hip 70), Mario Olmos (promotor), Armando Nava (Dug Dug´s), Ricardo Ochoa (Peace and Love), Jacobo Zabludovsky (periodista), Luis de Llano productor T.V.), Sergio Figueroa ""Keko"" (Tinta Blanca), Armando Molina (Organizador Musical Festival Avándaro), Jaime Almeida (comunicador),  Jorge Alarcón (Tequila), ",México: Valle de Bravo: Avándaro. ,1957-1970,Documental,,"Testimonios videorales, registros fílmicos, hemerografía, registros fonográficos, fotografías, registros videográficos, música de época, entrevistas, ficción","Narración en off, conducción",,,
MXIM-AV-1-12-76,Historia del rock mexicano II. La célula que explota: rock mexicano 1970-1999,"La segunda parte de la crónica del rock mexicano, desde Avándaro con los grupos que cantaban en inglés, hasta el boom en español del llamado ""rock en tu idioma"" de la década de los ochenta. El rock mexicano se convirtió en un producto de exportación  viable y el negocio llegó a ser una mina de oro. El género se dividió en diversas formas, algunas meramente comerciales, y otras, en cambio, una verdadera voz para la juventud.","Armando Blanco (Dueño Discoteca Hip 70), Javier Bátiz,  Alejandro Lora, Paco Gruexxo (promotor y cantante), Parménides García Saldaña (escritor), Fito de la Parra, Ricardo Ochoa (Náhuatl),  Guillermo Briseño (cantante),  Cecilia Toussaint (cantante), Sergio arau (Botellita de Jeréz), Enrique Quezadas (MCC), CArlos Alvarado (Chac Mool), Kenny Avilés (cantante), Roberto Ponce (periodista),  Rockdrigo González (cantante), Agustín Pimentel (tribu), Roco (Maldita Vecindad), Pacho (Maldita Vecindad),  Sabo Romo (Caifanes), Rita Guerrero  (Santa Sabina),  Piro (Ritmo Peligroso), Fher (Maná), Enrique Rangel (Café Tacuba),  Rubén Albarrán  (Café Tacuba), Joselo (Café Tacuba), Pinocho (Estrambóticos), Ely Guerra cantautora),  Julieta Venegas (cantautora), Toy (Control Machete), Rosso (Plastilina  Mosh),  Tito (Molotov), Tony (El Gran Silencio), Fermín (Control Machete),  Paco (Molotov)",México: ,1970-1999,Documental,,"Registros videográficos, testimonios videorales, música de época, fotografías, entrevistas, registros fílmicos","Narración en off, conducción",,,
MXIM-AV-1-12-77,Historia del seguro social,"El Instituto Mexicano del Seguro Social, organismo fundamental para la paz y la estabilidad social de nuestro país, enfrenta hoy una terrible crisis financiera. Este programa destaca los grandes esfuerzos realizados desde su fundación, y ofrece una visión general de los mecanismos y los obstáculos que enfrenta está situación, que sirve a más de 50 millones de mexicanos.","Lázaro Cárdenas (presidente de México), Manuel Ávila Camacho (presidente de México), Miguel Huerta Maldonado (Fundador del IMSS), Jaime A. Saldívar cervera (Director Hospital General La Raza), Patricia Mejía Basurto (Historiadora), Felipe ""Tibio"" Muñoz (deportista), CCArlos Giron (Deportista), Dr. Rubén Arguero Sánchez (Director del Hospital de CArdiología del Centro Médico),  Dr. Ignacio Madrazo Navarro (Neurocirujano), Lic. Ernesto Rubio del Cueto (Ex-presidente de CONCAMIN),  Benjmín Flores Hernández (historiador),  Sra. Alicia (Fundadora, trabajadora de Guarderías), Dr. Javier Cabral soto (Coordinador Genral Programa IMSS Oportunidades), Dra. Juana Mora García (Directoria del Hospital Rural), Dr. Rafael A. Barradas Carrasco, Rufino Villarcal (Primer corazón artificial de titanio), Dr. Jesús Kumate (Jefe de la Unidad de Bioquímica CEntro México Nacional siglo XXI), Lic. Genaro Borrego Estrada (Ex-Director del IMSS), Onofre Muñoz (Prestaciones médicas IMSS), Héctor Rangel Domene (Presidente de la C:C.E.), Saltiago Levy (Director IMSS), ",México: Ciudad de México,"1943 (Ley reglamentaria del Seguro Social), 1960 (ISSSTE), 1920-2000",Documental,,"Testimonios videorales, registros fílmicos, publicidad, hemerografía, fotografías, grabación de campo, documentos, pinturas, entrevistas, ficción","Narración en off, conducción, animación",,,
MXIM-AV-1-12-78,Lo mejor de la Revolución Mexicana,"Compilación de Guerras e imágenes: Documental de investigación que sugiere cómo los medios (fotografía, prensa, cine y televisión) en un juego de espejos, han ido a la par con el desarrollo tecnólogico militar y los apetitos expansionistas de los gobiernos estadounidenses. Los Rollos Perdisod de Pancho Villa: describe en primera persona la búsqueda de la película desapareicda: The Life of General Villa, producida bajo contrato entre el jefe rebelde mexicano Pancho Villa y la compañia Mutual Film Corporation en 1914. Haciendo una invstigación exhaustiva en los archivos fílmicos de Holanda, Inglaterra, Francia, Estados Unidos, Canadá y México, el realizador compone, con fragmentos de películas desconocidashasta ahora, un mosaico cinematográfico no sólo sobre Pancho Villa, sino sobre la Revolución Mexicana. Acme & Co: Documental ficcionado que recrea las andanzas de Félix y Edmundo Padill, últimos exhibidores itinerantes de cine mudo y creadores de película, pero desconocida: La Venganza de Pancho Villa. Acme & Co., es un viaje lúdico por la tenue frontera que separa la realidad del simulacro.",,,,Documental,,,,,,
MXIM-AV-1-12-79,Camaristas. Autorretratos indígenas,"Bajo la dirección de Carlota Duarte, en 1992 comenzó un proyecto fotográfico  concebido como proyecto educativo para el pueblo indígena de los Altos de Chiapas que con el tiempo se convirtió en el Archivo Fotográfico Indígena con sede en San Cristóbal de Las Casas. Mujeres y hombres, fotógrafos indígenas de varias etnías mayas que participan en el proyecto, dialogan -entre ellos, con sus cámaras, con su entorno- y permiten un acercamiento con sus visiones del mundo y la manera en que lo captan para mostrarlo, documentarlo, recrearlo, comprenderlo. La técnica fotográfica aquí, es utilizada para ver lo que no se ve.","Xunca López, Maruch Sántiz, Emiliano Guzmán, Genaro Sántiz, Juana López, Petul Hernández, Carlota Duarte","México: Chiapas: San Cristóbal de las Casas, San Juan Chamula","1996, 1997, 1998",Documental,,"Grabación de campo, entrevistas, testimonios videorales, fotografías, hemerografía",Intertítulos,,,
MXIM-AV-1-12-80,Jorge,"Un reportaje sobre Jorge Luis Pérez, un joven citadino cuya vida está llena por la obra de Orson Wells y Charles Bukowsky que no llega a ser ni escritor ni cineasta ni nada similar de forma paradójica. El desgano y el pesimismo por la sociedad marca su busqueda de identidad e intenta marcar un paradigma de lo que representa la necesidad de definirse como persona, como hijo, como amigo, como hermano y hasta vecino. Un conflicto personal que suele ser común dentro de los jóvenes de los tiempos modernos en que precisamente los valores y los anhelos tienden a desencontrarse.",,,,Documental,,Entrevistas,Grabación de campo,,VHS,
MXIM-AV-1-12-81,10 de junio. Crimen de Estado,"Como un juramento de que venceremos a la impunidad, se mantiene  erguida la V de la victoria en el Panteón Civil de Iztapalapa. La llevaron ahí Guadalupe Castañeda y Joseé  Martín del campo para su hijo Edmundo, uno de los estudiantes masacrados por el gobierno de Luis Echeverría, durante la manifestación que se desarrollaba en solidaridad con los estudiantes de la Universidad de Nuevo León.","Guadalupe Castañeda José Jesús Martín del Campo, Luis Echeverría, Héctor Aguilar Camín, Enrique Krauze, Sergio Sarmiento, Gerardo Medina Valdés, Gral. Jesús Castañeda Gutiérrez, Gra. Jorge Carrillo Olea, Carlos H. Bermúdez Davila, Lic, Julio Sánchez Vargas, David Franco Gutiérrez, Gral. Edmundo Arriaga, Lic, Fernando Narvaez y Angulo, Lic. Mario Moya Plascencia, Hermenegildo Cuenca Díaz, Fausto Loredo, Manuel ALfonso Muñoz, Raul Mendiolea, Estuudiantes caídos: Victor Arturo Vargas Muñoz, Jorge Callejas Contreras, Raúl Juárez García, Edmundo Martín del Campo, Ricardo Bernal Ballesteros, José Resendiz Martínez, Josue Moreno Rendón, Francisco Treviño Tavares, Jorge de la Peña, Ra{ul Argüelles, Manuel vargas, Alejandro Beltrán, Juan Martínez Beltran, Rafael Márquez Cruz, César López Tirado, Irma Santiago Prieto, Enrique Suárez, Perdomo Villegas, Marco Antonio Aguila Nájera, Javier o Jesús López Ochoa, Fernando Castro Sánchez, Fernando Rodríguez, Othón Vázquez tirado, Salvador Aguilar Suárez, Cuitlahuac Arce, Francisco Lugo Vázquez, Palomo Chaparro, Pérez Espinosa, Alicia Monroy LArios, Mauricio Mena Juárez, Rogelio Garza, Ramón Zuñiga Pérez, Luis López Ramírez, Ignacio Margarito Cabrera, Juan Baez González, José Jorge Vargas Beverly, Héctor Gúzman de la M. ",,,Documental,,"Grabación de campo, animación, dibujos, multimedia, documentales, registros fílmicos, fotografías, hemerografía, documentos, testimonios orales, testimonios videorales, música de época, registros fonográficos, gráficos","Narración en off, intertítulos, conducción, interactividad",,DVD,Material Extra: contactos
MXIM-AV-1-12-82,"Justicia, protesta por los asesinatos de mujeres en Ciudad Juárez","Este video-reportaje trata sobre una gran manifestación en la Ciudad de México por parte de las familias de las mujeres que han sido muertas y desaparecidas en Ciudad Juárez, Chihuahua, y cuyos responsables no han sido descubiertos ni castigados por las autoridades gubernamentales. Testimonios de los familiares que claman justicia ante tan indignantes crímenes.",,,,Documental,,Entrevistas,Grabación de campo,,VHS,
MXIM-AV-1-12-83,"Km. C-62, un nómada del riel","Cima, una estación de ferrocarril ubicada en el Km. C-62 de la línea que durante 100 años facilitó el transporte entre la ciudad de México y el río Balsas hasta ser clausurada en junio de 1997, contituye el punto de partida y de llegada de este viaje que recorrimos a través de numerosas vivencias y estaciones de la mano de Salvador Núñez, ferrocarrilero en México durante 50 años. Su historia de vida, que se inicia en los años treinta en el norte del país, es un reflejo de lo que los Ferrocarriles representaron durante los sesenta años que fueron Nacionales, de 1937 a 1997.","Lourdes Roca, Salvador Núñez, Élida Hernández, Jesús Rangel,  Ricardo Lastra, Luis Hernández, Martha Hernández, Rubén Aguilar, Enrique Ochoa, Santiago Cervantes, Federico Núñez, Rafael García Venegas, Ernesto Núñez","México, Río Balsas, Ajusco, Gral. Cepeda Coahuila, Zacatecas, Durango, Torreón, Saltillo, Ceballos, Jazminal, La Colorada, Zona del silencio, Yermo, Conejos, La Novena, Marte, Talia, Bermejillo, Espinazo, Reata, Nazareno, Camacho",,Documental,,"Ficción, documentales, fotografías, pinturas, cartografía, registros fonográficos, música de época, entrevistas, grabación de campo, testimonios orales","Animación, incidentales, narración en off",,VHS,
MXIM-AV-1-12-84,La palabra desenterrada,"Un estrecho camino de tierra conduce a Mateo hacia su pasado, le abre la vista a un campo verde, donde el aire fresco y el aroma de las flores llegó a confundirse con el olor a carne quemada y el humo de las casas incendiadas. Mateo Pablo es uno de los sobrevivientes del conflicto armado en Guatemala, vivía en la aldea Petenac, en Huehuetenango, cuando el Ejército masacró a la comunidad entera, incluyendo a su esposa y a sus hijos de 3 años y 20 días. Ahora regresa a Guatemala después de muchos años de ausencia. Se refugió primero en México y después en Canadá. Volvió con un grito atravesado en la garganta, un grito que ahora sale en imágenes.",,,,Documental,,"Entrevistas, pinturas",Grabación de campo,,VHS,
MXIM-AV-1-12-85," Lacandona, medio siglo de sueños","Lacandona, medio siglo de sueños, basado en las investigaciones de Jan De Vos, nos introduce a la compleja, dramática y ritualizada cotidianeidad de diversos conjuntos de habitantes de una selva que se está perdiendo y que ha inspirado los sueños de muchos de los que buscan una vida mejor para ellos y para la selva. Los protagonistas-soñadores son indios de diversas etnias que, expulsados por las fincas, la pobreza o la represeión, emprendieron la epopeya de la colonización, construyendo, siempre con fe religiosa, caminos de adpatación, organización y, en el caso de los zapatistas, de rebelión.","Jan de Vos, Carlos Hernádez, Catalina Álvarez, Porfirio Encino, Roselia García. Magdalena Pastor, Magdalena Diego Tomás, Marta Baltasar",México: Chiapas: Selva Lacandona. Guatemala.,14 de junio 1989,Documental,,"Testimonios videorales, fotografías, entrevistas","Grabación de campo, narración en off",,,
MXIM-AV-1-12-86,La condición humana de las mujeres,"Con la premisa de que las muejres no son dueñas de sí mismas en tanto no deciden sobre sus cuerpos, Marcela Lagarde revela, desde la perspectiva antropológico-social, las ideologías patriarcales que han impedido que las muejres sean vistas como seres humanas sujetas de derechos. Expone las claves político-patriarcales (los conceptos de expropiación, mujer, maternidad, tiempo de gestación, culpa, entre otros) que han puesto a las mujeres en una condición humana única y específica de madre reproductora. Y se detiene en las alternativas democráticas feministas para el reconocimiento a las mujeres de su primer derecho humano: ""el derecho a la vida en primera persona"".",Marcela Lagarde y de los Rios,México,,Documental,,"Testimonios videorales, cartografía, pinturas, fotografías, registros videográficos, hemerografía, grabación de campo",Intertítulos,,,
