"codigo_de_referencia","sinopsis","descriptor_onomastico","descriptor_toponimico","descriptor_cronologico","tipo_de_produccion","genero","fuentes","recursos","versiones","formato_original","material_extra"
"MXIM-AV-1-11-50","Documental que muestra el fenómeno de la colonización europea en el norte del país a fines del siglo XIX, y la obra del inglés Michael Kinsey Owen, quien tenía el sueño de edificar una sociedad que desarrollara su producción pesquera, aprovechando la infraestructura ferroviaria, para que la población mexicana se organizara de forma armónica y resolviera sus problemas de pobreza, trabajo y salud. Sin embargo, los intereses de la oligarquía local derrumbaron este proyecto y la utopía de los colonos europeos.","","","","Pelicula documental","","Registros fílmicos, Fotografías, Pinturas, Hemerografía, Cartografía","Narración en off","","VHS",""
"MXIM-AV-1-11-51","En Film ist. (1-6), de 1998, utiliza pietaje proveniente de cortos, documentales y cintas educativas, científicas y publicitarias, siendo la más antigua una secuencia de 1897 de un lanzador de disco (de autor desconocido) y la más reciente The Origins of Scientific Cinematography (1990), de Virgilio Tosi. En este complejo montaje de una hora aparecen temas como el análisis optométrico y las indagaciones oftalmológicas, el fototropismo vegetal y animal, las técnicas pioneras en laparoscopia, la visión estereoscópica, el examen de la inteligencia de los chimpancés, experimentos de balística, el estudio de la fonación, las pruebas de laboratorio de las airbags, etcétera. Contiene seis partes: movimiento y tiempo, luz y oscuridad, un instrumento, material, brillo de un ojo y un espejo.","","","","Pelicula documental","Footage","Registros fílmicos, Fotografías, Pinturas, Hemerografía, Cartografía","Puesta en escena, Animación, Incidentales, Narración en off, Conducción","","16 mm",""
"MXIM-AV-1-11-52","Hijo de un general revolucionario, Miguel Alemán Valdés pasó su juventud en una marcada pobreza. El retrato de la relación con el padre llena de amor y resentimiento, y la lucha por salir de la pobreza, a través de los negocios y la política, así como las cualidades seductoras y carismáticas del ''cachorro de la Revolución'', se desarrollaron contra el rico fondo de Veracruz, su estado natal.","Miguel Alemán Valdés, Manuel Ávila Camacho, Andrés Serra Rojas, Juan Sánchez Navarro, Antonio Martínez Báez, Antonio Ortíz Mena, Adolfo Orive Alba, Adolfo López Mateos, Gustavo Díaz Ordaz, Miguel Alemán Velasco, Carlos Noboa, Carlos Lazo, Luis Enrique Bracamontes, Marco Antonio Muñoz, Luis Gómez Z., Jesús Díaz de León, Jorge Negrete, Arnoldo Martínez Verdugo, David Vargas Bravo, Hesiquio Aguilar, Jorge Pasquel, Enrique Parra Hernández, Vicente Lombardo Toledano, Jorge Piño Sandoval, Fernando Casas Alemán, Irma Serrano, Truman, Nelson Smith, Guy Ray, Tin Tan, Héctor Mendoza, Carlos Chávez, Manuel Gómez Morín, Daniel Cosío Villegas, José Revueltas, Fernando Román Lugo, Adolfo Ruiz Cortines, Gonzalo M. Santos, Lázaro Cárdenas, Manuel Ávila Camacho, Cándido Aguilar,","México: Ciudad de México: Palacio Nacional, Palacio de Bellas Artes, Paseo de la Reforma, División del Norte, avenida de los Insurgentes, Viaducto Miguel Aleman, Multifamiliar Miguel Alemán, Jardines del Pedregal de San Ángel, Ciudad Universitaria, San Carlos, Azcapotzalco, Catedral, zócalo, Chapultepec. Guerrero: Acapulco. Ciudad Juárez. Sonora. Estados Unidos: Washington.","1946-1952, 1948, 1949, 1940, 1950, 1955, octubre de 1948, marzo 29 de abril, mayo de 1947, 1847, 1951, mayo de 1952.","Película documental","","Entrevistas, Ficción, Registros fílmicos, Fotografías, Pinturas, Hemerografía, Cartografía, Testimonios videorales, Programas de tv, Dibujos, Documentos","Animación, Narración en off, Conducción","","",""
"MXIM-AV-1-11-53","El Mar Adríatico ha sido filmado por múltiples personas que lo han visitado. Las películas filmadas tienen un valor sociológico y etnológico, nos informan sobre el ocio en colectivo, el ritual social de vacacionar, etc. Pero también nos brindan elementos sobre la historia fílmica. El documental reflexiona sobre los recuerdos que evocan esos films, sobre su valor artístico, e incluso sobres su significado como escuela para mirar.","Familias: Brunner Szabo, Falkner, Fuchs, Gratzer, Halta, Holzinger, Krebs, Schipek, Stahl","Italia: Piazza del Popolo, Piazza San Francesco, Battistero degli Ariani, Basilicas vitale galla placioia, Milano Marittima, Repubblica di San Marino,","1954-1968","Película documental","Footage","Registros videográficos","Animación, Narración en off, Conducción, Intertítulos","","16 mm",""
"MXIM-AV-1-11-218","21 fragments of a feature film, made in India, found in casablance, adapted in Vienna. http://www.imdb.com/title/tt0113058/","","India","","Pelicula documental","","Registros videográficos","Animación, Narración en off, Conducción, Intertítulos","","35 mm",""
"MXIM-AV-1-11-219","24 formula on the medium film. 24 sound quotes on film history. 25 frames of a blink of an eye. Cinema is a battlefield and an amour fou, a time between two blinks of the eye and an artificially delineated territory between two signal beeps. Written by Sixpack Film <office@sixpackfilm.com>","","","","Película documental","","Testimonios videorales","Animación, Narración en off, Conducción, Intertítulos","","35 mm",""
"MXIM-AV-1-11-54","Regreso a la Tierra, es una película que registra la vida en una pequeña comunidad de Minho, donde la llegada de los migrantes durante los meses de verano subraya la noción de pertenencia a la tierra y sus tradiciones rurales. Ganó el premio a la mejor película de la escuela en el Festival Internacional de Cine Etnográfico Göttingen 1993 (http://observatorioemigracao.pt/np4/1439.html)","","Portugal: Arga de Baixo, Arga de Cima, St. Aginha, Minho.","","Película documental","","Entrevistas, Grabación de campo, Testimonios videorales","Animación, Narración en off, Conducción, Intertítulos","","",""
"MXIM-AV-1-11-55","Sinfonía de imágenes sobre el final de la guerra: el regreso de los soldados, muertos enterrados en fosas comunes, heridos y mutilados.","","","","Pelicula documental","","Registros fílmicos","Animación, Narración en off, Conducción, Intertítulos","","",""
"MXIM-AV-1-11-56","En una aldea Lobi de Burkina Faso, encontramos a Foutura que a través de una entrevista narra el oficio y el arte de hacer ollas propio de las mujeres Lobi que lo consideran una importante parte de su vida no sólo por ser parte de la actividad económica de la comunidad sino por lo que implican las ollas en el desarrollo de la vida cotidiana de esta sociedad. (Elaborado en LAIS)","Foutura","Burkina Faso, Africa, Lobi,Gaoua, Costa de Marfil , Ghana","1990","Pelicula documental","","Entrevistas, Grabación de campo, Cartografía, Testimonios videorales","Narración en off","","VHS",""
"MXIM-AV-1-11-57","Su epopeya encarna una zona profunda del alma mexicana: la del más oscuro y vengativo coraje contra la injusticia. Primero fue apicultor, comerciante y bandolero. Las leyes que oprimían al pobre lo llevaron a unirse a la Revolución maderista. Su genio militar cristalizó en las victorias de la División del Norte, lo que le valió un lugar en la historia mexicana y la celebridad mundial. Incapaz de doblegarse ante Carranza, la indisciplina y autonomía de Villa hicieron estallar nuevamente la guerra civil. Después depuso las armas a cambio de una hacienda, durante el gobierno de Adolfo de la Huerta, y murió asesinado en una emboscada.","Doroteo Arango, Agustín Arango, Abraham González, Francisco I. Madero, Francisco Villa, General Navarro, Victoriano Huerta, Guillermo (…) Navarrete, Gildardo Magaña, Carlo Jáuregui, Pino Suárez, José María (…), Adolfo de la Huerta, Felipe Ángeles, Venustiano Carranza, Rodolfo Fierro, Álvaro Obregón, José María (...), Plutarco Elías Calles, Benjamín Hill, Eulalio Gutierrez, Emiliano Zapata, John Pershing, Eugenio Martínez","México: Durango, Chihuahua, Ciudad Juárez, Texas, Tucson, Torreón, Zacatecas, Aguascalientes, Sonora, Agua Prieta, Columbbus, Coahuila, Parral","1878, 1910, 1912, abril, septiembre, 15, 23-25 noviembre, 9 de diciembre 1913, 3, 10 de enero, 9 de noviembre , marzo, julio, 15 de agosto, septiembre, diciembre 1914, 6 abril, 11 de septiembre, 14, 19 octubre, 21 de noviembre 1915, 9 de marzo, 16 de septiembre 1916, diciembre 1918, 26 noviembre 1919, 28 julio 1920","Pelicula documental","","Registros fílmicos, Fotografías, Hemerografía, Cartografía, Música de época, Documentos","Puesta en escena, Animación, Incidentales, Narración en off, Conducción","","",""
"MXIM-AV-1-11-58","Este video de 30 minutos explora el contexto histórico y social  que rodeó al diseño de la oficina por parte de Frank Lloyd Wright para su cliente más distinguido, Edgar J. Kaufmann. Diseñado por Wright entre 1935-37, la oficina fue hecha al mismo tiempo que la famosa casa Fallingwater, también para el Sr. Kaufmann. La cinta expone la personalidad, la creatividad y las circuntancias detrás de la creación de la oficina. Montaje de material fílmico raramente visto y fotografías incorporadas en el documental, acompañadas del comentario de tres hombres cercanos a Wright hasta su última fase creativa: Edgar Tafel (arquitecto, aprendiz del famoso Taliesin Fellowship de Wright, y supervisor de construcción del Fallingwater de Wright), Eric Lloyd Wright (arquitecto, aprendiz del Taliesin y nieto de Wright), y Pedro Guerrero (fotógrafo, que trabajó con Wright desde 1940 hasta la muerte del arquitecto en 1959. El rico audio también incluye lecturas sobre la fascinante correspondencia postal entre Wright y Kaufmann Jr., Olgivanna Lloyd Wright, entre otros. El video fue producido en conjunto con la instalación permanente de la oficina Kaufmann de Frank Lloyd Wright, en el Museo Victoria & Albert, en Londres.","","","","Pelicula documental","","Documentales, registros fílmicos, pinturas, grabados, hemerografía, testimonios orales, testimonios videorales, publicidad, documentos","Narración en off, conducción, incidentales, animación, puesta en escena","","VHS",""
"MXIM-AV-1-11-59","En las pequeñas aldeas pesqueras de Ghana, un estudio fotográfico es el lugar para ir y conseguir tomarse una foto vistiendo la última moda, o posar con un viejo amigo perdido, lograr obtener un “recuerdo para el futuro” de los vestidos o de cómo dura una amistad, o la manera en que solías vivir. Después, el fotógrafo puede que use eso cuando mueras, ya sea en la creación de una tumba en el cementerio o para pintar tu hiper-realista escultura o cuando graven tu epitafio en la lápida. La fotografía tiene una larga historia en Ghana y es parte importante en la vida diaria. Philip Kwame Apagya, dueño del \"Foto Estudio Normal de P.K.\", muestra sus pinturas, su \"divisor de cuartos\", que la gente cree real y además suya! Él nos conduce al laboratorio de color, la importación más significativa para la fotografía ghanesa. Distintos artistas presentan pinturas que sirven como fondo de las fotos hiperreales, avances tecnológicos en cuestiones fotográficas, un ingenioso método para procesar negativos; el arte de ver y atrapar. Los fotógrafos en Ghana celebran ambas cosas: el realismo de la ilusión y la ilusión del realismo.","","","","Película documental","","Documentales, Registros fílmicos, Pinturas, Grabados, Hemerografía, Testimonios orales, Testimonios videorales, Publicidad, Documentos","Puesta en escena, Animación, Incidentales, Narración en off, Conducción","","VHS",""
"MXIM-AV-1-11-60","Este video tan frondoso como el bosque mesófilo que en él se retrata, da a conocer la belleza y delicado poder de la montaña Poderosa, y la relación que con ella tienen los indígenas zapotecos del rincón de la Sierra Juárez. La belleza, imponente y delicada naturaleza, los campesinos que viven en su regazo y los momentos espontáneos, forman una narrativa que constantemente permuta entre el documental, el ensayo y la poesía.","","","","Película documental","","Documentales, Registros fílmicos, Pinturas, Grabados, Hemerografía, Testimonios orales, Testimonios videorales, Publicidad, Documentos","Puesta en escena, Animación, Incidentales, Narración en off, Conducción","","VHS",""
"MXIM-AV-1-11-61","Reportaje sobre la \"Primera Semana Nacional del Tamal\", celebrado en el Museo Nacional de Culturas Populares de la Ciudad de México en 1992, y presenta la exposición al público de variedades del tamal en diversas regiones de México y en otros países.","","","","Película documental","","Documentales, Registros fílmicos, Pinturas, Grabados, Hemerografía, Testimonios orales, Testimonios videorales, Publicidad, Documentos","Puesta en escena, Animación, Incidentales, Narración en off, Conducción","","VHS",""
"MXIM-AV-1-11-62","El primero de una serie de documentales sobre la historia de la República Argentina que abarca desde la época precolombina, pasando por las escasas tribus indígenas, la llegada de los primeros colonos europeos a la región de Mar del Plata y la consolidación del que sería el tercer virreinato: el del Río de la Plata. La evolución histórica que tuvo esta singular colonia y su proceso de independencia, a la par de los de otras regiones de América, hasta sus primeros años para llegar a constituirse como nación y enfrentarse a problemas de otro tipo.","","","","Película documental","","Documentales, Registros fílmicos, Pinturas, Grabados, Hemerografía, Testimonios orales, Testimonios videorales, Publicidad, Documentos","Puesta en escena, Animación, Incidentales, Narración en off, Conducción","","VHS",""
